"id","Name","Address","Latitude","Longitude","Tel","Image_URL"
6264,무릉곶자왈,제주특별자치도 서귀포시 대정읍 무릉리 산 1,33.2915406,126.2625424,(+82) 064-792-1732,https://api.cdn.visitjeju.net/photomng/imgpath/202112/01/5a5a4b43-d2a5-4c5b-87c2-798af56265e1.jpg
6265,문화예술마을 저지리 농어촌체험마을,제주시 한경면 중산간서로 3675,33.3326276,126.255863,(+82) 064-772-7700,https://api.cdn.visitjeju.net/photomng/imgpath/202112/01/21b6a5a1-5291-439d-b007-4f337429b6c1.jpg
6266,바이나흐튼 크리스마스 박물관,제주특별자치도 서귀포시 안덕면 평화로 654,33.291382,126.3278771,(+82) 010-4602-7976,https://api.cdn.visitjeju.net/photomng/imgpath/202112/22/94933df6-4c79-4fca-8bd5-df9ad8a0417d.jpg
6267,빌레못동굴,제주특별자치도 제주시 애월읍 어음리 1391,33.4043509,126.3497287,(+82) 064-756-4325,https://api.cdn.visitjeju.net/photomng/imgpath/202112/01/a4204846-2b02-40ea-b8c5-777bcd6f153d.jpg
6268,사려니오름,제주특별자치도 서귀포시 남원읍 516로 1648-87,33.3590789,126.6462332,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/202112/01/30e017d0-7ad0-4730-942a-4a23bb2dddf8.jpg
6269,산지등대,제주특별자치도 제주시 사라봉동길 108-1 (건입동),33.5213689,126.5456439,(+82) 064-720-2672,https://api.cdn.visitjeju.net/photomng/imgpath/202112/07/feef08e9-2e79-40e0-8147-c4d96ca7db4f.jpg
6270,산지천,제주특별자치도 제주시 건입동,33.5160536,126.5430357,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/202112/01/03cfffa5-0bc1-4884-b749-defc2198f128.jpg
6271,생이기정,제주특별자치도 제주시 한경면 용수리 산 60,33.3156228,126.167296,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/02/7c695226-343c-4f98-8843-836406daaa83.jpg
6272,서건도,제주특별자치도 서귀포시 강정동 산 1,33.2300776,126.4984926,(+82) 064-760-2674,https://api.cdn.visitjeju.net/photomng/imgpath/202112/02/6c673711-4ac6-4413-a7cf-cd9bad6b21e6.jpg
6273,서귀다원,제주특별자치도 서귀포시 516로 717,33.3126525,126.5966193,(+82) 064-733-0632,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/11884ef7-da08-4302-aba0-6a7e6a8c3a1c.gif
6274,송당본향당,제주특별자치도 제주시 구좌읍 송당리,33.4564636,126.7691579,(+82) 064-783-4093,https://api.cdn.visitjeju.net/photomng/imgpath/202112/02/02eec1d8-4d31-40fb-81b3-77320db6871f.jpg
6275,송당승마장,제주특별자치도 제주시 구좌읍 번영로 2015,33.4362132,126.7378524,(+82) 064-782-1199,https://api.cdn.visitjeju.net/photomng/imgpath/202112/07/5bdea8c1-120c-411a-a79b-05a5523cdfea.jpg
6276,송악산 진지동굴,제주특별자치도 서귀포시 대정읍 상모리,33.2194382,126.2757103,(+82) 064-710-6704,https://api.cdn.visitjeju.net/photomng/imgpath/202112/07/e30094bf-10cc-405e-89ef-bb77c87365e3.jpg
6277,쉬리의언덕,제주특별자치도 서귀포시 중문관광로72번길 114,33.245437,126.405584,(+82) 064-740-6000,https://api.cdn.visitjeju.net/photomng/imgpath/202112/02/e02985e0-a328-42c0-a6c2-c8384ffab350.jpg
6278,스누피가든,제주특별자치도 제주시 구좌읍 금백조로 930,33.4435555,126.7785412,(+82) 064-1899-3929,https://api.cdn.visitjeju.net/photomng/imgpath/202012/16/66b81cd9-d2b0-48ab-a782-08e91cf9d5a3.jpg
6279,싱계물 공원,제주 제주시 한경면 신창리 1322-1,33.3434277,126.1739088,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/02/40aa4cbb-5979-4621-8da9-a95d1a6c9e02.jpg
6280,엉알해안,제주특별자치도 제주시 한경면 고산리 3427-33,33.2988351,126.1686043,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/202112/02/169aea09-6fba-4d9a-89d7-5a1b0862bd74.jpg
6281,엉알해안산책로,제주특별자치도 제주시 한경면 노을해안로 1143,33.3080027,126.164116,(+82) 064-728-7952,https://api.cdn.visitjeju.net/photomng/imgpath/202112/02/76ea9eb6-cf6b-46a5-80eb-b318c11dcc57.jpg
6282,원당봉,제주특별자치도 제주시 원당로16길 16-30,33.5264406,126.5982591,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/202112/02/18967c3a-d4ba-4c09-a38c-fe0a912aeb48.jpg
6283,월평포구,제주특별자치도 서귀포시 말질로 462,33.2347976,126.4637715,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/02/f3be68b3-746f-44da-b95c-7ad43471b3c8.jpg
6284,장전리 벚꽃축제길,제주특별자치도 제주시 애월읍 광상로 403,33.4429039,126.3908408,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/1d65f5d6-c396-4d6c-a135-11adc0cc4b46.jpg
6285,제주아트서커스,제주특별자치도 서귀포시 안덕면 동광로 214,33.3143833,126.3446028,(+82) 064-794-4444,https://api.cdn.visitjeju.net/photomng/imgpath/202112/02/5717ed0d-7f7f-4dc7-aa05-152398d6c58e.jpg
6286,제주추사관,제주특별자치도 서귀포시 대정읍 추사로 44,33.250164,126.2782893,(+82) 064-710-6803,https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/347b185d-dc2d-459d-9350-8aeeaa2b2145.jpg
6287,제주하늘을날다,제주특별자치도 제주시 도남로17길 32 영산홍아파트 가동,33.491123,126.531661,(+82) 010-9632-0422,https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/33eb2c82-1955-4a4f-9bff-fa23643da30c.jpg
6288,제지기오름,제주특별자치도 서귀포시 보목동 275-1,33.2419331,126.6096102,(+82) 064-760-4522,https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/fc46e954-7edd-417e-ad9e-39681ee2b2fd.jpg
6289,조함해안도로,제주특별자치도 제주시 조천읍 조천리 3037-3,33.5438445,126.6368936,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/62c29376-e14d-4373-a472-783c4f8775b7.jpg
6290,종달리전망대,제주특별자치도 제주시 구좌읍 해맞이해안로 2196,33.5290971,126.8463777,(+82) 064-728-3394,https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/ba51782a-fd4a-4788-b743-df5d0586a029.jpg
6291,카페숑,제주특별자치도 서귀포시 남원읍 공천포로 91,33.2664325,126.6427599,(+82) 070-4191-0586,https://api.cdn.visitjeju.net/photomng/imgpath/202111/25/2af39a61-8e90-4fc0-922f-320693b8e0c5.jpg
6292,큰사슴이오름,제주특별자치도 서귀포시 표선면 중산간동로,33.3627793,126.7770201,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/be459197-1cd9-47e2-b7bd-94db3ca4ce33.jpg
6293,하도리 철새도래지,제주특별자치도 제주시 구좌읍 하도리 53-2,33.51042,126.8963248,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/09/aa821bc8-a199-48c5-bc5a-b767cff6ca06.jpg
6294,형제해안도로,제주특별자치도 서귀포시 대정읍 상모리 1649-1,33.2010015,126.2801453,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/aabb9af0-e9b6-494a-b0a5-eb1eaf3c78a6.jpg
6295,"5.16도로숲터널",제주특별자치도 서귀포시 남원읍 신례리 산 2-1,33.3330338,126.6180657,(+82) 064-710-8590,https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/1f282aa3-44d3-4185-9cec-8a8c0e7b7574.jpg
6296,거슨새미오름,제주특별자치도 제주시 구좌읍 송당리 산 145,33.4505452,126.7595678,(+82) 064-728-7743,https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/d24a8e1b-f7ab-4660-b84c-84d5c6347cc0.jpg
6297,걸매생태공원,제주특별자치도 서귀포시 서홍동 1207,33.2514191,126.5547451,(+82) 064-760-3191,https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/8c058061-1d7b-47f1-8cf5-55864fbaca4d.jpg
6298,공천포구,제주특별자치도 서귀포시 남원읍 신례리,33.3330338,126.6180657,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/06/2915c739-3bdc-4486-804d-f2879f8fdff0.jpg
6299,그제바람 윈드서핑패들보드,제주특별자치도 제주시 선사로8길 13-4,33.526004,126.5868622,"(+82) 0507-1324-7052, 010-2632-4613",https://api.cdn.visitjeju.net/photomng/imgpath/202307/26/7f1ac86c-5e8a-4452-a0da-21a4b4eb5333.jpg
6300,김만덕객주,제주특별자치도 제주시 임항로 68,33.5164531,126.5321246,(+82) 064-727-8800,https://api.cdn.visitjeju.net/photomng/imgpath/202112/06/c39b5a46-e690-437e-8f09-5a33664e8729.jpg
6301,꽃썸,제주특별자치도 서귀포시 안덕면 동광로 151,33.3097574,126.3400623,(+82) 064-792-1165,https://api.cdn.visitjeju.net/photomng/imgpath/202112/06/33251fcc-224f-493a-a479-f01b131024a4.jpg
6302,노을해안로,제주특별자치도 서귀포시 대정읍 노을해안로 24,33.2425714,126.2243799,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/425fb5a6-3e36-4b91-970a-0bafe376e5ec.jpg
6303,높은오름,제주특별자치도 제주시 구좌읍 송당리 산 213-1,33.4573234,126.7926039,(+82) 064-783-3073,https://api.cdn.visitjeju.net/photomng/imgpath/202112/06/de6c8cd3-849d-4ee0-a4e2-8480a3882f71.jpg
6304,다랑쉬굴,제주특별자치도 제주시 구좌읍 세화리 2608-6,33.4697045,126.8318155,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/06/b974de97-0d87-406d-8e2f-c8a67bef424f.jpg
6305,단산,제주특별자치도 서귀포시 안덕면 향교로 165-23,33.2399492,126.2892156,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/202112/06/35593ce2-8c36-44dc-87af-72c98382ad90.jpg
6306,답다니 탑망대,제주특별자치도 제주시 우도면 연평리 798,33.5245901,126.9525595,(+82) 064-728-1527,https://api.cdn.visitjeju.net/photomng/imgpath/202112/06/af139620-f065-4189-8c3f-8f75adb8c2b2.jpg
6307,대한민국최남단기념비/ 마라도 기념비,제주특별자치도 서귀포시 대정읍 마라로 131,33.1142677,126.2685432,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/06/b2205541-b54a-4d7f-aab9-cad8ffc25488.jpg
6308,돔베낭골,제주특별자치도 서귀포시 호근동,33.2665145,126.5323308,(+82) 064-760-6321,https://api.cdn.visitjeju.net/photomng/imgpath/202112/06/fecc121a-5335-46db-8a04-0dfd8526c8e7.jpg
6309,동거문이오름,제주특별자치도 제주시 구좌읍 종달리 산 70,33.4487783,126.8053665,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/202112/06/74de5e24-afc6-443b-a539-6f0e7999ee6d.jpg
6310,동백포레스트,서귀포시 남원읍 신례리 1767,33.3330338,126.6180657,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/201812/14/85d12c5f-aecf-4d02-83a4-5174228f1907.jpg
6311,라온승마클럽,제주특별자치도 제주시 한림읍 월림7길 155,33.3508962,126.2482536,(+82) 064-795-8095,https://api.cdn.visitjeju.net/photomng/imgpath/202112/07/eee72a9c-fb39-400f-bfd2-0bbd3d5218b4.jpg
6312,명월성지,제주특별자치도 제주시 한림읍 명월리 2236,33.4004982,126.2609256,(+82) 064-710-6704,https://api.cdn.visitjeju.net/photomng/imgpath/202112/07/6dcf5f6d-5c9d-4155-9e69-c23cce31fe34.jpg
6313,민오름,제주특별자치도 제주시 칠오름길 (봉개동),33.4787602,126.6171163,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/202112/07/2d35793e-f6c2-4c32-9359-7448d5ca9223.jpg
6314,법화사지,제주특별자치도 서귀포시 하원북로35번길 15-28,33.2651982,126.4577155,(+82) 064-760-2505,https://api.cdn.visitjeju.net/photomng/imgpath/202112/13/29fc34c4-87b6-4ca3-be1c-b64b587f6087.jpg
6315,보목포구,제주특별자치도 서귀포시 보목포로 46,33.2395268,126.6073589,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/07/26db9def-3ed2-4395-a9b4-9099566d532c.jpg
6316,북오름,제주특별자치도 서귀포시 안덕면 동광리 산 94,33.3026715,126.3320236,(+82) 064-794-8722,https://api.cdn.visitjeju.net/photomng/imgpath/202112/07/1c382b63-55cd-44e8-98d2-8d8eb31999e7.jpg
6317,붉은오름,제주특별자치도 서귀포시 표선면 남조로 1487-73,33.3956632,126.6709854,(+82) 064-760-3481,https://api.cdn.visitjeju.net/photomng/imgpath/202112/07/0fcebc20-b365-485d-830f-07fd20e95e79.jpg
6318,산양큰엉곶,제주특별자치도제주시 한경면 청수리 956-6,33.2909385,126.2506335,(+82) 064-772-4229,https://api.cdn.visitjeju.net/photomng/imgpath/202112/23/05be7ef8-f896-4f2f-b8c9-421adc9fc730.jpg
6319,성읍랜드,제주특별자치도 서귀포시 표선면 번영로 2650,33.398978,126.7869638,(+82) 064-787-5324,https://api.cdn.visitjeju.net/photomng/imgpath/202112/07/8c47f986-0e91-48d6-8e8f-b27ca7908134.jpg
6320,세계조가비박물관,제주특별자치도 서귀포시 태평로 284,33.2475382,126.5516833,(+82) 064-762-5551,https://api.cdn.visitjeju.net/photomng/imgpath/202112/07/e8dfc18e-3b2f-4b39-a5c4-51d975f170cd.jpg
6321,쇠소깍 전통 조각배 체험,제주특별자치도 서귀포시 쇠소깍로 104,33.2540919,126.6222974,(+82) 064-732-9998,https://api.cdn.visitjeju.net/photomng/imgpath/202311/22/f1c3a04e-131e-4d2a-aef5-551a931f5d74.jpg
6322,쇠와꽃 승마장,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 88-17,33.4471816,126.920241,(+82) 064-782-3900,https://api.cdn.visitjeju.net/photomng/imgpath/202112/13/f9679415-cd58-474c-a7e7-6a845bffd9cf.jpg
6323,아우아우,제주특별자치도 제주시 조천읍 와산3길 13-105,33.4881609,126.6933136,(+82) 0507-1369-4930,https://api.cdn.visitjeju.net/photomng/imgpath/202308/17/0c08062e-7baf-41ab-be8f-a6c93512c5b3.jpg
6324,아이스뮤지엄,제주특별자치도 제주시 은수길 69,33.4705937,126.4883601,(+82) 064-742-3700,https://api.cdn.visitjeju.net/photomng/imgpath/202112/14/bfac6d7b-e57f-4794-a934-d20cc244a8c3.jpg
6325,애월 한담 카약,제주 제주시 애월읍 애월로1길 25,33.4625151,126.3094702,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/07/f5a363a8-ce41-49bb-98b0-d86771432749.jpg
6326,액티브파크,제주특별자치도 제주시 한림읍 금능남로 76,33.380726,126.2360024,(+82) 064-796-0880,https://api.cdn.visitjeju.net/photomng/imgpath/202112/08/8f0984c7-4ac8-4704-b604-9cbbd9fcbfcc.jpg
6327,약천사 템플스테이,제주특별자치도 서귀포시 이어도로 293-28 (대포동),33.2461046,126.4495188,(+82) 064-738-5000,https://api.cdn.visitjeju.net/photomng/imgpath/202110/27/cef9966a-c4f7-4fde-a29e-f2a51ca24fb1.jpg
6328,어리목계곡,제주특별자치도 제주시 1100로 2070-61,33.3917738,126.4945012,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/08/5e393d32-b4a5-4172-a9f5-c9bad1a73cc7.jpg
6329,엉덩물계곡,제주특별자치도 서귀포시 중문관광로 192,33.2473317,126.4180777,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/08/c1a14224-f972-44a6-bf53-7f90425f70f8.jpg
6330,예이츠산장,서귀포시 남원읍 516로 918,33.3253567,126.6009507,(+82) 064-767-3746,https://api.cdn.visitjeju.net/photomng/imgpath/202308/23/dc9d5401-a540-4e69-83b2-11915afb0255.jpg
6331,용담레포츠공원,제주특별자치도 제주시 서해안로 580,33.518341,126.4989767,(+82) 064-728-3929,https://api.cdn.visitjeju.net/photomng/imgpath/202112/08/2fcb0513-9a03-4623-a670-c51cedf51bd4.jpg
6332,용연구름다리,제주 제주시 용담1동  2581,33.5081637,126.5150147,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/202311/28/bbd92674-e822-4308-b753-0a128f917d39.jpg
6333,월정리해안도로,제주특별자치도 제주시 구좌읍 월정리 652-4,33.5562207,126.7958759,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/08/79c791d0-c57e-4ecb-ba7b-347183da644e.jpg
6334,자구내포구,제주특별자치도 제주시 한경면 고산리,33.3021091,126.1851714,(+82) 064-728-7978,https://api.cdn.visitjeju.net/photomng/imgpath/202112/08/645c357c-3057-4910-99a3-f7c529a1e71d.jpg
6335,절물오름,제주특별자치도 제주시 명림로 584 일대,33.4302354,126.6227963,(+82) 064-721-7421,https://api.cdn.visitjeju.net/photomng/imgpath/202112/14/f7aa132d-a6b8-4bbe-bf4a-7d75311ce2f6.jpg
6336,제주 삼양동 유적,제주특별자치도 제주시 선사로2길 13 (삼양일동),33.5235241,126.5880169,(+82) 064-710-6806,https://api.cdn.visitjeju.net/photomng/imgpath/202112/08/e491cfde-f9fc-4b03-976f-797a9c8f0b81.jpg
6337,제주돌마을공원,제주특별자치도 제주시 한림읍 금능남로 421,33.3540018,126.2536127,(+82) 064-772-4007,https://api.cdn.visitjeju.net/photomng/imgpath/202112/08/e1200f40-1dd0-4a57-ae2e-d8fd0eaab507.jpg
6338,제주세계자연유산센터,제주특별자치도 제주시 조천읍 선교로 569-36(선흘리 478),33.4569963,126.7143064,(+82) 1800-2002,https://api.cdn.visitjeju.net/photomng/imgpath/202112/08/692db648-8852-40b1-a9b7-19001babab20.jpg
6339,제주실탄사격장,제주특별자치도 서귀포시 소보리당로 164번길 62(상예동),33.2638415,126.3854283,(+82) 064-739-7007,https://api.cdn.visitjeju.net/photomng/imgpath/202112/09/7e846e04-6159-4f3e-9268-ff350001dcd2.jpg
6340,제주올레 3코스,제주특별자치도 서귀포시 표선면 하천리 87-1,33.3335524,126.8445337,(+82) 064-762-2190,https://api.cdn.visitjeju.net/photomng/imgpath/202112/09/e61fce5d-1840-44f4-9013-3741b8026283.jpg
6341,큰넓궤,제주특별자치도 서귀포시 안덕면 동광리 90 일대,33.3102626,126.3576327,(+82) 064-710-8452,https://api.cdn.visitjeju.net/photomng/imgpath/202112/09/cca3b296-1e59-4885-9b84-6e3f4a4a375c.jpg
6342,탑동해변공연장,제주특별자치도 제주시 중앙로 2,33.5178929,126.524212,(+82) 064-728-3453,https://api.cdn.visitjeju.net/photomng/imgpath/202112/09/ad21e3fd-eeee-4faf-8784-32b12c095896.jpg
6343,태웃개,제주특별자치도 서귀포시 남원읍 태위로398번길 57,33.2706694,126.6908148,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/201807/12/f7c1a05a-4c4a-45ae-82d3-15da0aede081.jpg
6344,한화리조트 제주,"제주특별자치도 제주시 명림로 575-107 (회천동, 한화리조트) 한화리조트 제주",33.4489935,126.637412,(+82) 064-725-9000,https://api.cdn.visitjeju.net/photomng/imgpath/201806/19/a198b271-195d-4936-82d6-0477e7e727d9.jpg
6345,협재포구,제주특별자치도 제주시 한림읍 협재리,33.3819398,126.2497525,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/09/2b85dd5c-c5a6-4f6d-8dc5-bd6a4e11b1f3.jpg
6346,황우지해안 열두굴,제주특별자치도 서귀포시 서홍동 764-1,33.2419798,126.5507198,(+82) 064-733-1534,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9e5f73c4-a159-4570-b3c7-f23de990de2d.jpg
6347,고산일과해안도로,제주특별자치도 서귀포시 대정읍 영락하동로 9-6,33.2575958,126.214254,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2a7ee2d8-5306-47aa-9d0a-2b9973204254.jpg
6348,곽지해수욕장야영장,제주특별자치도 제주시 애월읍 곽지리 1565,33.4502492,126.3048504,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/09/2b9e4168-e3d5-4269-8fa7-728ca400db9b.jpg
6349,김녕해수욕장야영장,제주특별자치도 제주시 구좌읍 해맞이해안로 7-6,33.5290971,126.8463777,(+82) 064-784-8679,https://api.cdn.visitjeju.net/photomng/imgpath/202112/20/0f1624fb-2530-4f39-b23f-7ee97715891b.jpg
6350,낙선동 4.3성,제주특별자치도 제주시 조천읍 선흘서5길 13,33.5148748,126.694464,(+82) 064-783-4373,https://api.cdn.visitjeju.net/photomng/imgpath/202112/09/92e559a5-4dff-4987-b2e2-6ca594acba75.jpg
6351,다끄네포구,제주특별자치도 제주시 용담3동,33.515778,126.4956884,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/20/d596e03e-5499-4b42-a172-6f5f9e77a392.jpg
6352,다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644,33.3991423,126.7851051,(+82) 064-805-0906/0910,https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/af0c3abf-77c1-4817-a324-00f6fe96f385.jpg
6353,당오름,제주특별자치도 제주시 구좌읍 송당리 산 199-1,33.4672277,126.7771789,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/122a8e41-a83d-4aad-ac70-9a08f17637b3.jpg
6354,당오름,제주특별자치도 제주시 한경면 용수리 산 18,33.30827,126.1735626,(+82) 064-710-6072,https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/a6d72050-aa12-417a-a946-034e85f683ba.jpg
6355,대수산봉,제주특별자치도 서귀포시 성산읍 고성리 2039-1,33.4380657,126.9024173,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/a437fc5f-a46e-437a-bb45-6bc55f832a63.jpg
6356,대정해변,제주특별자치도 서귀포시 대정읍 하모리,33.2206158,126.2518524,(+82) 064-760-2772,https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/c43fa7b4-2bc7-4b19-b2d2-0c3909f6314e.jpg
6357,대포포구,제주특별자치도 서귀포시 대포로,33.2423126,126.4345568,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/3b46d33a-867f-4f23-8b92-378f3507def3.jpg
6358,도치돌 알파카목장,제주특별자치도 제주시 애월읍 도치돌길 293,33.4103676,126.3658575,(+82) 064-799-6690,https://api.cdn.visitjeju.net/photomng/imgpath/202112/21/26d50035-f81d-459a-8c71-edbacbc27291.jpg
6359,동산농원 딸기체험장,제주특별자치도 제주시 한경면 저지리 1448-2,33.3335892,126.2459599,(+82) 010-9838-2479,https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/8118c76e-4c46-4132-a412-5edaf81c0411.jpg
6360,둔지봉,제주특별자치도 제주시 구좌읍 한동리 산 40,33.5016894,126.7942442,(+82) 064-783-2619,https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/022d52f0-02bc-4567-a8cc-74d1e077e3c5.jpg
6361,라온골프클럽,제주특별자치도 제주시 한경면 용금로 998,33.3418703,126.2780253,(+82) 064-795-8000,https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/a828903b-10be-48d4-b412-b46e72fcc0fa.jpg
6362,마라도관광쉼터,제주특별자치도 서귀포시 대정읍 마라로 139,33.117772,126.2676447,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/93b6850c-78f6-4801-82f1-9a0e03a0d228.jpg
6363,마복이오름,제주특별자치도 서귀포시 안덕면 상천리 산 83,33.3195222,126.3911992,(+82) 064-793-5015,https://api.cdn.visitjeju.net/photomng/imgpath/202205/12/33e4bb62-d534-4967-a096-82947c1a07e1.jpg
6364,마원,제주특별자치도 제주시 조천읍 선흘리 2107-2,33.4907951,126.7002082,(+82) 010-8229-0615,https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/a92aaa49-778e-4226-8ec6-1d71c7183ee1.jpg
6365,머체왓숲길,제주특별자치도 서귀포시 남원읍 서성로 755,33.3188775,126.6742738,(+82) 064-805-3113,https://api.cdn.visitjeju.net/photomng/imgpath/202212/07/15de7779-b5ea-4844-8e1f-29c9647f2dea.jpg
6366,모구리오름,제주특별자치도 서귀포시 성산읍 서성일로 260,33.4068476,126.8216772,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/7b982f0c-9cec-4e45-8fad-2a4bc777d8fa.jpg
6367,모지오름,제주특별자치도 서귀포시 표선면 성읍리 산 22,33.395118,126.7701692,(+82) 064-760-2913,https://api.cdn.visitjeju.net/photomng/imgpath/201910/02/853d8927-0c37-40ac-955b-b22695048267.jpg
6368,미악산,제주특별자치도 서귀포시 인정오름로 387-63,33.288341,126.5780386,(+82) 064-760-4693,https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/5c87eeff-bf2b-4a1c-a582-67726725f640.jpg
6369,민오름,제주특별자치도 제주시 조천읍 선흘리 산 141,33.4479687,126.6946198,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/b022bb62-6f4e-4351-91ea-404e3d172265.jpg
6370,방림원,제주특별자치도 제주시 한경면 용금로 864,33.3371463,126.2685417,(+82) 064-773-0090,https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/0163cfac-2e44-4a63-8a7c-98d7e0c0042d.jpg
6371,북촌국민학교,제주특별자치도 제주시 조천읍 일주동로 1481,33.5476632,126.6918048,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/13/3df92f73-6989-4b92-9807-ba3d7b5d8a8c.jpg
6372,비양도등대,제주특별자치도 제주시 한림읍 비양도길 84비양도,33.4058696,126.2230341,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/13/8a604e42-8a4e-4e5a-91eb-4c1f3552b917.jpg
6373,산방산유람선,제주특별자치도 서귀포시 안덕면 화순해안로106번길 16,33.2361194,126.3360016,(+82) 064-792-1188~9,https://api.cdn.visitjeju.net/photomng/imgpath/202112/09/ed9d4584-040e-474f-a860-d25ced3b3de2.jpg
6374,산천단,제주특별자치도 제주시 아라일동 375-4,33.4473377,126.5543779,(+82) 064-710-6652,https://api.cdn.visitjeju.net/photomng/imgpath/202112/13/58092ece-c542-4c5e-bc7a-8e62a702cccd.jpg
6375,삼양해안도로,제주특별자치도 제주시 삼양2동,33.5209995,126.5841277,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/23/2a5b7789-2b12-47eb-8c39-fdef6fd7faf0.jpg
6376,삼화포구,제주특별자치도 제주시 서흘1길 26,33.5287547,126.5891309,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/13/a9c71d57-9d52-42c3-a4c2-c20751cd101b.jpg
6377,샤이니숲길,제주특별자치도 제주시 조천읍 교래리 719-10,33.4180631,126.6534847,(+82),https://api.cdn.visitjeju.net/photomng/imgpath/202112/23/6d61b70a-17e3-4bdd-9ba8-012e57f2faee.jpg
6378,서광승마장,제주특별자치도 서귀포시 안덕면 녹차분재로 239,33.3026949,126.2908437,(+82) 064-794-5220,https://api.cdn.visitjeju.net/photomng/imgpath/202112/13/eefd6596-7220-4afe-92f1-50c990677b8c.jpg
6379,서머셋 제주신화월드 호텔앤리조트,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,33.3028885,126.3181117,(+82) 1670-8800,https://api.cdn.visitjeju.net/photomng/imgpath/202311/01/2cf2be1b-e096-4dfd-b690-3cba9ca700e2.jpg
6380,성산포항,서귀포시 성산읍 성산등용로 130-21,33.4725684,126.9323378,(+82) --,https://api.cdn.visitjeju.net/photomng/imgpath/202112/13/c8615ad6-9523-49d8-97ae-f44e769b92f3.jpg
6381,성읍녹차동굴,제주특별자치도 서귀포시 표선면 중산간동로 4772,33.3817211,126.7912667,(+82) 064-787-6888,https://api.cdn.visitjeju.net/photomng/imgpath/202311/22/4b3b53c2-abc7-4ed3-bacd-401be9ac95a4.jpg
