Name,Address,Latitude,Longitude,Tel,Image_URL
73st,제주특별자치도 제주시 해안마을길 73,33.4571058,126.4550379,(+82) 064-748-7309,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/13/26ab5a14-edd5-44d5-b5f8-0cdc67d52df6.jpg"""
ROAD129,제주특별자치도 제주시 애월읍 애월로 129,33.4643331,126.321072,(+82) 010-3076-6122,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e1e7020e-b150-41bc-8125-50f5930eb601.png"""
강해일횟집,제주특별자치도 서귀포시 표선면 표선당포로 14,33.3257101,126.8443394,(+82) 064-787-7270,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3d7fac19-fbb6-44c9-a3b6-c687f5421432.jpg"""
고고리식당,제주특별자치도 제주시 인다5길 11-10,33.4757036,126.5485064,(+82) 064-900-9712,"""https://api.cdn.visitjeju.net/photomng/imgpath/201910/14/21b5b2d5-5252-43d6-a845-7270d4e13b73.jpg"""
고요남,제주특별자치도 제주시 구남동8길 51,33.4855694,126.5358916,(+82) 064-722-5253,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/72ac2448-d26f-49a4-8f57-77f8f91ba544.jpg"""
골목집갈치와고등어,제주특별자치도 서귀포시 표선면 표선백사로110번길 5-10,33.3252148,126.8378885,(+82) 064-787-7874,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/41dbff41-c9d1-4d66-8d09-bc2bc4a5cc88.jpg"""
공백,제주특별자치도 제주시 구좌읍 동복로 83,33.5535127,126.7151122,(+82) 064-783-0015,"""https://api.cdn.visitjeju.net/photomng/imgpath/202002/17/439b9b2a-e723-4970-b4ba-67eee19f1c5d.jpg"""
광원,제주특별자치도 제주시 1100로 3208,33.4726152,126.4847916,(+82) 064-744-1000,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4669f7ff-5b5d-415d-bae1-a26e2ed5c887.gif"""
광평도새기촌 본점,제주특별자치도 제주시 애월읍 구엄동3길 64,33.4814126,126.3808488,(+82) 064-752-3308,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/15/e8099363-3148-48b5-b1dd-94a528bd42a0.jpg"""
국수냐 국밥이냐,제주특별자치도 서귀포시 김정문화로 39,33.2516573,126.5089879,(+82) 064-739-3382,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/38a83f8c-6139-4de1-a534-69961ced23fd.jpg"""
국수냐 국밥이냐,제주특별자치도 서귀포시 김정문화로 39,33.2516573,126.5089879,(+82) 064-739-3382,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/38a83f8c-6139-4de1-a534-69961ced23fd.jpg"""
그림상회화덕피자,제주특별자치도 서귀포시 표선면 중산간동로5570번길 9,33.3261983,126.7649468,(+82) 064-787-7607,"""https://api.cdn.visitjeju.net/photomng/imgpath/201910/17/18bad196-f6bb-4108-9ef8-4aa7fb3e7801.jpg"""
김녕제주흑돼지정육점식당,제주특별자치도 제주시 구좌읍 김녕로4길 28,33.5527568,126.7441786,(+82) 0507-1476-1043,"""https://api.cdn.visitjeju.net/photomng/imgpath/201910/23/ab672f4c-6697-4d4f-95b2-cba8d6c91a3a.jpg"""
김이박,제주특별자치도 제주시 인다9길 20,33.4753354,126.5472821,(+82) 064-726-6060,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e6834181-e070-4f26-ac9e-4a0add1dcde0.jpg"""
꼬스뗀뇨,제주특별자치도 제주시 구좌읍 해맞이해안로 2080,33.5290971,126.8463777,(+82) 010-5097-6912,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/02/33e75896-4ba4-430b-ac25-d83bf3d108df.jpg"""
꽁순이네,제주특별자치도 제주시 애월읍 중산간서로 5642,33.4469515,126.3387351,(+82) 064-799-1300,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fe48480c-17a2-4d1a-86a8-afa2f848b949.jpg"""
남양수산,제주특별자치도 서귀포시 성산읍 고성동서로56번길 11,33.450138,126.9141586,(+82) 064-782-6618,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ddb2bad8-8b64-4fc6-ac16-824d8edbcb18.jpg"""
너와의 첫여행,제주특별자치도 제주시 애월읍 장소로 16,33.4506466,126.3844971,(+82) 0507-1448-6891,"""https://api.cdn.visitjeju.net/photomng/imgpath/202203/07/58ed3e8a-8509-47ca-a1e4-65ddb689c30c.jpg"""
노을리,제주특별자치도 제주시 애월읍 애월해안로 656,33.4795656,126.3732311,(+82) 0507-1491-5032,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/25/d709b9f6-a93e-4c77-a8f3-5f81089e4d12.jpg"""
노을해안1014,제주특별자치도 제주시 한경면 노을해안로 1014,33.2977066,126.168618,(+82) 010-4927-1837,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/20/4ef488b0-75ab-4fdd-8b33-91934b69c007.jpg"""
달마야해물탕,제주특별자치도 제주시 조천읍 북촌7길 37,33.5510996,126.6933282,(+82) 064-782-8605,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/70406d18-534a-47ea-af58-18aef7ec789a.jpg"""
달아래팥,제주특별자치도 제주시 한경면 낙수로 148,33.3240542,126.2290162,(+82) 010-3255-8140,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/20/f43a5c00-6d05-4922-953f-c9f2b94a3e9d.jpg"""
달콤한휴식,제주특별자치도 제주시 애월읍 천덕로 395,33.422768,126.336159,(+82) 070-8848-0395,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/652079ff-f1ea-425a-8294-4d97775ec4b2.jpg"""
대광장식당,제주특별자치도 서귀포시 중앙로 79,33.2516921,126.5610116,(+82) 064-762-9233,"""https://api.cdn.visitjeju.net/photomng/imgpath/201911/01/7253ec2d-32bd-4b3c-8ea5-f29993bd30a6.jpg"""
대성아귀찜,제주특별자치도 제주시 조천읍 함덕3길 4,33.5441632,126.6579328,(+82) 064-784-0975,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/41b04bf2-7b76-4d98-b46b-2b82a409e9e8.jpg"""
대포횟집,제주특별자치도 서귀포시 대포로 169 (대포동),33.2391466,126.4390953,(+82) 064-738-1380,"""https://api.cdn.visitjeju.net/photomng/imgpath/201910/29/90a751bc-e07f-4e73-8dc0-24dc3ed47697.jpg"""
더꽃돈,제주특별자치도 제주시 한림읍 한림로 366,33.3953387,126.2425698,(+82) 064-796-5393,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/20/b6ef5a6f-3f92-4e4f-9fbe-a5ae08b168ab.jpg"""
더화원,제주특별자치도 제주시 도리로 132,33.5012415,126.465888,(+82) 064-743-8375,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/20/6f72d46c-365f-44f3-bd35-2b48cc0d5fa3.jpg"""
데미안,제주특별자치도 제주시 한경면 고조로 492-15,33.329028,126.2216975,(+82) 0507-1401-0552,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/20/c6d2298f-a232-4b02-a4a8-bb27af7b56a9.jpg"""
덴드리,제주특별자치도 서귀포시 성산읍 삼달로 28-1,33.3695209,126.8661146,(+82) 010-3439-1178,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/07/20560ace-2296-446b-bc01-fc36682e1eeb.jpg"""
델리지아레스토랑,"제주특별자치도 서귀포시 중문관광로 224 제주국제컨벤션센터 3F,4F",33.2412366,126.424492,(+82) 064-738-6400,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/20/9339375f-c947-47f1-aa44-a4774f6557d9.jpg"""
도토리키친,제주특별자치도 제주시 북성로 59,33.5153877,126.5186172,(+82) 064-782-1021,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/21/3505b5c8-85be-4dc8-ab0a-88e705d172e8.jpg"""
돈향기,제주특별자치도 제주시 관덕로15길 30,33.515825,126.5270343,(+82) 064-724-0228,"""https://api.cdn.visitjeju.net/photomng/imgpath/201910/30/4341341e-bf56-49c7-b765-fb6b64fe6195.jpg"""
돌담넘는고양이,제주특별자치도 제주시 구좌읍 해맞이해안로 2478,33.5290971,126.8463777,(+82) 010-5824-8773,"""https://api.cdn.visitjeju.net/photomng/imgpath/202212/06/cb9455ff-c30d-4862-868c-61af28a8955f.jpg"""
돌미롱,제주특별자치도 제주시 인다15길 43,33.47025,126.550333,(+82) 064-759-3383,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d0efbff4-8498-4b36-a6c3-a54feb92e7a5.jpg"""
돌집식당,제주특별자치도 서귀포시 표선면 서성일로 23,33.3940456,126.8007349,(+82) 064-787-3720,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/21/302de372-dd51-4329-a695-41f810bd7114.jpg"""
돌하르방 뚝배기,제주특별자치도 서귀포시 성산읍 일출로 264,33.461181,126.9337537,(+82) 064-784-6888,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/21/06d0cb55-39c4-4b15-9c0e-9c1582cadb5e.jpg"""
돌하르방식당,제주특별자치도 제주시 한림읍 한림로 300,33.3883099,126.2394248,(+82) 064-796-0001,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/21/c19c3a10-c703-4ba1-b22d-ec4bcd86acb7.jpg"""
동도원,제주특별자치도 서귀포시 이어도로 189,33.2395369,126.4417794,(+82) 064-738-2201,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/19f86e9d-6b6e-4628-b05c-b4d76a17556e.jpg"""
동해미락,제주특별자치도 서귀포시 칠십리로 133,33.2436735,126.5682369,(+82) 064-733-5921,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/22/0f8372e4-0fcf-43ec-9133-0043f7385800.jpg"""
돼지촌,제주특별자치도 제주시 원노형남1길 28,33.4838515,126.4833915,(+82) 064-713-9222,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/02c03019-d916-486e-b4b0-37ff86ffced3.jpg"""
둥지식당,제주특별자치도 서귀포시 성산읍 성산등용로 96-3,33.4699898,126.9302825,(+82) 064-782-1678,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/22/6686dc93-61bc-415e-b1e2-541cce7add35.jpg"""
또또시,제주특별자치도 서귀포시 쇠소깍로 151-8,33.2505822,126.6208834,(+82) 070-4242-0707,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/42424de4-4a7d-4cef-81b9-2d51148809a3.jpg"""
뚱보조개,제주특별자치도 제주시 서광로28길 53,33.496988,126.5297042,(+82) 064-752-0575,"""https://api.cdn.visitjeju.net/photomng/imgpath/201906/27/f5d6d312-9b69-4b72-965c-a53bbaa8cf1b.jpg"""
띠띠빵빵,제주특별자치도 제주시 우도면 우도해안길 982,33.5081966,126.9670484,(+82) 064-782-5959,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/62d67f68-984a-4b6e-a3d9-c274e08c78b6.jpg"""
라지마할 RAJMAHAL,제주특별자치도 제주시 신광로 43,33.4882929,126.4903114,(+82) 064-749-4924,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0b702523-41b7-4d65-b701-a4eaad595433.png"""
런던베이글뮤지엄,제주특별자치도 제주시 구좌읍 동복로 85,33.5535978,126.7155939,(+82) 010-6425-3018,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/27/4ad210c1-f824-4c3e-8024-5cb214e7caee.jpg"""
레드썬셋,제주특별자치도 제주시 구좌읍 구좌해안로 16,33.5544376,126.7175892,(+82) 064-783-8003,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f08914f2-1673-4a1c-af21-4bd99ad90633.jpg"""
레이오버,제주특별자치도 제주시 구좌읍 해맞이해안로 648,33.5290971,126.8463777,(+82) 0507-1357-8491,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/58200014-080a-499f-9c93-9f694fd762c6.jpg"""
레이지펌프,제주특별자치도 제주시 애월읍 애월북서길 32,33.4657698,126.3105169,(+82) 0507-1325-8732,"""https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/4d19fe7a-ab04-45ee-8e5f-70cd7a471652.jpg"""
로이앤메이,제주특별자치도 서귀포시 성산읍 온평상하로15번길 12-7,33.4095297,126.9009609,(+82) 064-782-8108,"""https://api.cdn.visitjeju.net/photomng/imgpath/202002/19/035d713e-14f5-466e-b16b-63a01e9b8c2c.jpg"""
루스트플레이스 노형점,제주특별자치도 제주시 수덕로 79,33.4838147,126.4698693,(+82) 064-745-9004,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d163b4c1-fabc-480d-ba53-6db8cb12268c.jpg"""
마더카페,제주특별자치도 서귀포시 남원읍 태위로894번길 45,33.281276,126.7413516,(+82) 064-764-8233,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/21673d89-0b66-42ba-8f25-05ebec5f140c.jpg"""
마두천손칼국수,제주특별자치도 제주시 용해로 45,33.5131118,126.5029959,(+82) 064-711-9288,"""https://api.cdn.visitjeju.net/photomng/imgpath/201910/30/e1a9a2e8-731b-418e-a038-e6148238f2f1.jpg"""
마라도해녀촌짜장,제주특별자치도 서귀포시 대정읍 마라로 41,33.1199618,126.2672639,(+82) 064-794-0701,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5e19f1f9-dd35-4444-a09e-a03c905ef806.jpg"""
마므레,제주특별자치도 서귀포시 남원읍 태위로 456,33.2746927,126.6959295,(+82) 064-764-8592,"""https://api.cdn.visitjeju.net/photomng/imgpath/201910/10/5d75e731-1b6c-4a5e-825a-bd480a0fc93c.jpg"""
마초그릴,제주특별자치도 제주시 중앙로 39,33.5148023,126.5249283,(+82) 010-8369-8811,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/20b9d1d4-abfc-4774-905f-ed74d82caa43.jpg"""
만민식당,제주특별자치도 제주시 한림읍 중산간서로 4618-1,33.3839666,126.2842881,(+82) 064-796-4473,"""https://api.cdn.visitjeju.net/photomng/imgpath/202002/21/0661312f-36bb-4687-bfe0-f848d9277518.jpg"""
말이,제주특별자치도 제주시 구좌읍 세화1길 40,33.5266652,126.8556065,(+82) 010-7146-4567,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6ec9d375-4d49-448d-8d2b-bad64b7856e2.jpg"""
맛있수다,제주특별자치도 서귀포시 예래로 50,33.2559252,126.4010159,(+82) 0507-1368-9898,"""https://api.cdn.visitjeju.net/photomng/imgpath/201911/08/fe60e92f-efac-4f6d-b214-c1f1a3cd8b0d.jpg"""
망고레이 함덕점,제주특별자치도 제주시 조천읍 조함해안로 504,33.5423944,126.6668712,(+82) 064-784-2443,"""https://api.cdn.visitjeju.net/photomng/imgpath/202211/03/779d02b8-efd9-4636-a667-7efe9eb3154a.jpg"""
메리앤폴,제주시 한림읍 일주서로 5872,33.4434786,126.293528,(+82) 0507-1414-7411,"""https://api.cdn.visitjeju.net/photomng/imgpath/202301/10/c3464436-d14a-4af1-af94-13b921441079.jpg"""
명월국민학교,제주특별자치도 제주시 한림읍 명월로 48,33.3885427,126.2648518,(+82)  070-8803-1955,"""https://api.cdn.visitjeju.net/photomng/imgpath/201812/19/f4d6054a-946f-4bc3-9a85-158218cc5d99.jpg"""
모래비카페,제주특별자치도 제주시 구좌읍 해맞이해안로 462,33.5290971,126.8463777,(+82) 064-782-2306,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e98d8295-0736-498e-a027-80356b78288a.jpg"""
모리노아루요,제주특별자치도 제주시 애월읍 하소로 769-58,33.4194937,126.4017957,(+82) 064-799-4253,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/64821c4b-8bb1-4b85-bb8d-25c2948015e9.jpg"""
모모제이,제주특별자치도 제주시 인다8길 36-1,33.476155,126.548749,(+82) 070-8621-5999,"""https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/4ee231fc-b42e-4744-a90c-e00b2bcd7328.jpg"""
모슬포에서,서귀포시 대정읍 영서중로13번길 9-9,33.22151,126.2546843,(+82) 064-792-3677,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f698d1fd-0144-4f5b-b557-9d9953003460.jpg"""
모시란,제주특별자치도 제주시 남광로 117-1,33.4981163,126.5468733,(+82) 064-724-4607,"""https://api.cdn.visitjeju.net/photomng/imgpath/201909/25/f24111ae-4ad4-4c23-b6e7-bb449eb85138.jpg"""
몽땅 신화월드점,제주특별자치도 제주시 한경면 연명로 385,33.3057366,126.2581536,(+82) 0507-1357-3241,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/07/1afe2522-abbe-488b-bfe3-ac2d30cb70b6.jpg"""
무거버거,제주특별자치도 제주시 조천읍 조함해안로 356,33.548942,126.6549672,(+82),"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/30/2446d50a-9855-490b-99f8-1a0e59f8b19b.jpg"""
무인카페 산책,제주특별자치도 제주시 애월읍 고내로7길 49,33.4669138,126.3368808,(+82) --,"""https://api.cdn.visitjeju.net/photomng/imgpath/201911/08/8354be86-11ac-4bfa-8a43-de3ec6248b6a.jpg"""
물질식육식당,제주특별자치도 서귀포시 이어도로 598,33.235374,126.4803004,(+82) 064-739-1542,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a5135752-2dbd-4051-bf7c-1d26348d2bc8.gif"""
미나리식당,제주특별자치도 서귀포시 중앙로59번길 11,33.2496948,126.5602957,(+82) 064-733-3166,"""https://api.cdn.visitjeju.net/photomng/imgpath/201910/04/2f8993ed-c3af-442f-b418-3a7ceb43ae99.jpg"""
바다어사또,제주특별자치도 제주시 조천읍 조함해안로 478,33.5430903,126.6640357,(+82) 064-784-4455,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/db3e9c22-5209-4283-a145-e48e3a041d91.jpg"""
바당지기,제주특별자치도 제주시 구좌읍 해맞이해안로 480,33.5290971,126.8463777,(+82) 064-784-6258,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/740e7049-49ed-487d-a8c6-f00e6e0be3b3.jpg"""
벨롱,제주특별자치도 제주시 구좌읍 해맞이해안로 1652,33.5290971,126.8463777,(+82) 070-8242-1899,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b755a992-9751-4074-a659-b98057207180.jpg"""
보라지붕,제주특별자치도 제주시 조천읍 함덕19길 6,33.5407296,126.6701781,(+82) 064-782-6827,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/25/f61b7a60-22ba-4685-8bc7-66743165fd86.jpg"""
보엠,제주특별자치도 제주시 원노형로 102,33.4795967,126.4839086,(+82) 064-711-9990,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/03b1db7a-54d7-4fe0-94f0-70fab72c6dca.jpg"""
보영반점,제주특별자치도 제주시 한림읍 한림로 692-1,33.4165946,126.265158,(+82) 064-796-2042,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e2016fad-e591-4c65-9b56-f4ecb54137ce.jpg"""
복여네왕돈가스,제주특별자치도 제주시 우도면 우도로 323,33.5198934,126.9496866,(+82) 064-783-0203,"""https://api.cdn.visitjeju.net/photomng/imgpath/201911/05/3e9b4c8a-c3ed-45dd-91ac-f53d1787d293.jpg"""
봉봉커피,제주특별자치도 제주시 우도면 우도해안길 630,33.5237235,126.9548968,(+82) 064-782-3367,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4a965df3-6794-40b1-a9bc-34f760279405.jpg"""
비수기애호가,제주특별자치도 제주시 구좌읍 해맞이해안로 997,33.5290971,126.8463777,(+82) 064-782-4217,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/eab8fa69-41cd-487b-bc2e-c183260ae2d7.jpg"""
비양도 올레카페,제주특별자치도 제주시 한림읍 비양도길 24,33.4052773,126.2288955,(+82) --,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3d20e4f5-8250-468c-ab64-3c09eb3b8995.jpg"""
비원,제주특별자치도 제주시 수목원길 3,33.4700634,126.486041,(+82) 064-712-8899,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8ccb0b1f-e306-42af-9058-7fb9c131aec9.jpg"""
빌레왓,제주특별자치도 서귀포시 안덕면 화순서동로 14,33.2524079,126.33507,(+82) 064-794-3939,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/62163850-8811-4a74-b580-5e4557beb748.jpg"""
사려니숲길화덕피자,제주특별자치도 제주시 조천읍 남조로 2133,33.4564092,126.6621239,(+82) 064-783-7713,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/386b9484-27cc-4d4b-a514-5919fb4be512.jpg"""
사해방흑돼지,제주특별자치도 서귀포시 천제연로 263,33.2514515,126.4327501,(+82)  064-738-4577,"""https://api.cdn.visitjeju.net/photomng/imgpath/201903/25/1e9a400d-7509-4689-a644-b3d6e9c506b2.jpg"""
산포식당,제주특별자치도 서귀포시 성산읍 서성일로 1134,33.445123,126.8996991,(+82) 0507-1360-9217,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4a73d99b-60bb-4a9a-898b-8e08eb4e17af.jpg"""
산호반점,제주특별자치도 제주시 우도면 우도해안길 252,33.5026621,126.9438489,(+82) 064-782-1823,"""https://api.cdn.visitjeju.net/photomng/imgpath/201904/17/22301831-2508-4d91-b420-e2d65fd1f3f0.jpg"""
산호사 해녀의집,제주특별자치도 제주시 우도면 연평리 2565,33.5018936,126.9438049,(+82) 064-784-0515,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0e34f0c6-e4cb-4ece-946c-6183a9201801.gif"""
살랑살랑샤브샤브,제주특별자치도 제주시 서해안로 612,33.5170087,126.5024831,(+82) 064-742-2228,"""https://api.cdn.visitjeju.net/photomng/imgpath/201909/10/1ec88678-9550-4a05-a793-5a8afe024cc4.jpg"""
새벽숯불가든,제주특별자치도 서귀포시 성산읍 일주동로 4036,33.4676383,126.906743,(+82) 064-783-9589,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/75d9bce3-2b34-4508-a7e9-dafe1ee883a2.jpg"""
새빌,제주특별자치도 제주시 애월읍 평화로 1529,33.3630985,126.3637295,(+82) 064-794-0073,"""https://api.cdn.visitjeju.net/photomng/imgpath/201908/01/d66031dd-c266-4013-8484-eb7fc2ca2e30.jpg"""
색달식당,제주특별자치도 서귀포시 예래로 255-18,33.241306,126.3862528,(+82) 064-738-1741,"""https://api.cdn.visitjeju.net/photomng/imgpath/202301/16/9fe0c89d-2f22-4612-aeec-ccc201e89434.jpg"""
서귀포흑돈,제주특별자치도 서귀포시 칠십리로 278,33.2479575,126.5821333,(+82) 064-767-9718,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7c613f10-ae5e-45f7-8c88-9d319feb88b0.jpg"""
서귀피안베이커리,제주특별자치도 서귀포시 성산읍 신양로122번길 17(2층),33.4353401,126.921809,(+82) 0507-1338-8378,"""https://api.cdn.visitjeju.net/photomng/imgpath/202201/17/80cf16b0-53f4-4003-a28e-3d74d3d78d1c.jpg"""
섯동네해녀의집,제주특별자치도 제주시 우도면 연평리 2515-5,33.5022931,126.9434273,(+82) 064-784-2564,"""https://api.cdn.visitjeju.net/photomng/imgpath/201911/06/781dff92-0266-4c4e-bb7b-3cc09ff2e4e6.jpg"""
성미가든,제주특별자치도 제주시 조천읍 교래1길 2,33.4376443,126.6769002,(+82) 064-783-7092,"""https://api.cdn.visitjeju.net/photomng/imgpath/202211/10/ab9cd7ac-5648-4410-8ef0-142856133d9d.jpg"""
성산 고등어쌈밥 김치찜,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 122-5,33.4494849,126.9205602,(+82) 064-783-4944,"""https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/08176496-4d76-49db-a24c-45ac8aa546c8.jpg"""
성산 어멍횟집,제주특별자치도 서귀포시 성산읍 일출로 29,33.4479058,126.9159375,(+82) 064-783-1177,"""https://api.cdn.visitjeju.net/photomng/imgpath/202301/18/c3a32ef0-e178-4354-bc71-1213bb9ae77c.jpg"""
성산진미식당,제주특별자치도 서귀포시 성산읍 일출로 290,33.4635317,126.9351415,(+82) 064-783-2283,"""https://api.cdn.visitjeju.net/photomng/imgpath/201910/15/617c536f-1bf9-47f8-b74f-bf165018e766.jpg"""
성신흑돼지,제주특별자치도 서귀포시 표선면 민속해안로 580,33.3251726,126.8437927,(+82) 064-787-7871,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7b94e9a5-1328-453a-b04b-bce461d1acdd.jpg"""
성아시,제주특별자치도 제주시 한림읍 금능길 68,33.3884353,126.2303815,(+82) 064-796-7607,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1a7f8ac6-be3d-495f-86a8-e61f11c02482.jpg"""
소라의성,제주특별자치도 서귀포시 칠십리로214번길 17-17,33.2451289,126.5768275,(+82) 064-732-7128,"""https://api.cdn.visitjeju.net/photomng/imgpath/201812/20/1c0ad5d1-1b51-4659-a9ba-3d16bfa52609.jpg"""
소라횟집,제주특별자치도 제주시 구좌읍 해맞이해안로 1240-3,33.5290971,126.8463777,(+82) 064-784-3545,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9cdb5e2d-e9b8-49d9-81a4-4a1dea883d3e.jpg"""
손맛촌,제주특별자치도 제주시 조천읍 비자림로 661,33.4372651,126.6774482,(+82) 064-783-3375,"""https://api.cdn.visitjeju.net/photomng/imgpath/202307/10/d7088c03-58c2-4a16-9eb2-14df7d57acf5.jpg"""
송악산 엉클스 화덕 피자,제주특별자치도 서귀포시 대정읍 송악관광로 392,33.208849,126.2883086,(+82) 064-792-4785,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2f868341-628c-49e5-9e3c-b370c8e3e273.jpeg"""
쇼밥,제주특별자치도 서귀포시 보목로64번길 138,33.2411975,126.5930741,(+82) 064-1661-2789,"""https://api.cdn.visitjeju.net/photomng/imgpath/202105/06/bafd5bc7-9dd3-40ec-b1a8-d0cecf71bdb7.jpg"""
수다뜰,제주특별자치도 제주시 구좌읍 용눈이오름로 8,33.4918919,126.8931112,(+82) 064-782-1259,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7c883d2e-bfc0-4c6e-b1a0-63a6c2039d82.jpg"""
쉬어갓,제주특별자치도 서귀포시 성산읍 일주동로 5023,33.3859809,126.8822536,(+82) 064-784-2492,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/05/7d4d2b1b-e6f5-4c39-94aa-e1caec8ce563.jpg"""
스시우다,제주특별자치도 제주시 용마로 30,33.5156482,126.506446,(+82) 0507-1416-1589,"""https://api.cdn.visitjeju.net/photomng/imgpath/201910/17/5f4d9920-ded9-4737-9330-10a9cd915be9.jpg"""
스테이위드커피,제주특별자치도 제주시 해안마을5길 29,33.4582363,126.4557217,(+82) 070-4400-5730,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/77ff611d-536e-4ef6-ab96-b9e6ea42463d.jpg"""
승범이네집,제주특별자치도 제주시 월랑로 56-1 (노형동),33.4902664,126.474992,(+82) 064-744-3538,"""https://api.cdn.visitjeju.net/photomng/imgpath/202212/07/7764cd68-b18c-44de-8644-6d9c01d14e97.jpg"""
시골길,제주특별자치도 제주시 연동13길 9,33.4888634,126.4947318,(+82) 064-743-1196,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/33e67db7-5ea9-409b-923e-d51fe5d164c2.jpg"""
신옛촌,제주특별자치도 서귀포시 안덕면 사계로 187-6,33.2470309,126.3023606,(+82) 064-794-1688,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/51a8564e-ac97-4ca3-9676-0c97076add9b.jpg"""
